id_bien;No voie;B/T/Q;Type de voie;Voie;Nombre pieces principales;Surface Carrez du 1er lot;Surface reelle bati;Type local;code_dep_com
32883;2;;AV;DES CASTORS;3;51.16;51;Appartement;29233
32884;9378;;;ARMENTAJO;3;36.8;43;Appartement;2A247
32885;29;;RUE;DES MICOCOULIERS;4;74.95;77;Maison;30082
32886;200;;AV;DU PALAIS DE LA MER;2;28.53;29;Appartement;30133
32887;9001;;RES;LES TAMARIS - LE BOUCANET;2;28.27;29;Appartement;30133
32888;32;;RUE;DE LA GARRIGUE;4;75.1;90;Appartement;30189
32889;12;;IMP;DE ROUSELLAS;4;110.85;104;Maison;30189
32890;210;;AV;PIERRE GAMEL;1;17.88;18;Appartement;30189
32891;26;;AV;DE MALAUCENE;4;81.65;82;Appartement;30217
32892;5;;RUE;DU 8 MAI 1945;2;43.91;41;Appartement;30221
32893;7;;RUE;PASTEUR;3;75.65;84;Appartement;30263
32894;5;;MAIL;DU PASTEL;2;43.42;43;Appartement;31035
32895;8;;RTE;DE MONS;5;100.93;126;Maison;31184
32896;30;;RUE;DES SPORTS;3;66.78;66;Appartement;31506
32897;5;;RUE;MICHEL DE MONTAIGNE;4;82.33;82;Maison;31555
32898;4;;RUE;ERNEST DUFER;2;49.47;49;Appartement;31555
32899;11;;RUE;JULIEN GRACQ;2;50.42;50;Appartement;33039
32900;1;;ALL;JOSEPH WRESINSKI;4;62.06;62;Appartement;33039
32901;209;;CRS;DE L YSER;2;34.1;33;Appartement;33063
32902;89;;RUE;LAROCHE;4;67.4;59;Appartement;33063
32903;111;;AV;MARCELIN BERTHELOT;4;42.1;55;Maison;33069
32904;20;;RUE;RENE DESCARTES;5;103.84;100;Appartement;33119
32905;12;;RTE;DE FLAUJACQ;2;41.58;41;Appartement;33195
32906;21;;RUE;EDOUARD HERRIOT;2;40.39;41;Appartement;33249
32907;0;;RUE;DES BATELEURS;3;68.51;68;Maison;33273
32908;484;;AV;DE VERDUN;2;58.17;60;Appartement;33281
32909;8;;ALL;GEORGES DUMOULIN;2;54.79;55;Appartement;33281
32910;690;;CRS;DE LA LIBERATION;1;23.8;24;Appartement;33522
32911;357;;;SENAU;4;218.45;110;Maison;33539
32912;91;;RUE;GERRY ROUFS;2;50.09;47;Appartement;34032
32913;43;;AV;DE LA RESISTANCE;3;60.35;62;Appartement;34108
32914;4;;ALL;DES ONDINS;2;27.2;25;Maison;34150
32915;27;;RUE;SAMUEL BASSAGET CARNON;1;38.03;38;Appartement;34154
32916;4;;;LE CLOS DE LA PLAGE;3;47.69;42;Maison;34209
32917;9077;;CITE;DU CHATEAU VERT;2;51.83;51;Appartement;34301
32918;5002;F;RES;LES JARDINS DE LA ROBINE 2;2;44.55;23;Maison;34333
32919;70;;RUE;DE SAINT ENOGAT;4;94.23;105;Appartement;35093
32920;17;;RUE;DE LA PAIX;1;32.14;33;Appartement;35093
32921;24;;RUE;DOUTRELEAU;3;62.05;66;Appartement;35288
32922;94;;RUE;DE LA MESANGERIE;1;27.66;30;Appartement;37214
32923;83;;RUE;JEAN JAURES;3;64.23;64;Appartement;38150
32924;2;;RUE;GEORGES MELIES;1;29.46;30;Appartement;38151
32925;24;;RUE;NORMANDIE NIEMEN;1;20.32;20;Appartement;38151
32926;8;;PL;LOUIS JOUVET;2;52.03;54;Appartement;38185
32927;26;;AV;LA BRUYERE;4;86.75;84;Appartement;38185
32928;16;;AV;DE LA PLAINE FLEURIE;4;62.03;63;Appartement;38229
32929;30;;AV;DUGUEYT JOUVIN;4;104.4;102;Appartement;38563
32930;46;;RUE;LUCIEN JARDEL;2;39.04;38;Appartement;41018
32931;1;;RUE;BAYARD;2;48.02;49;Appartement;42187
32932;15;;BD;EDGAR QUINET;4;62.54;66;Appartement;42187
32933;66;;RUE;BERGSON;3;68.22;67;Appartement;42218
32934;27;;RUE;RICHELANDIERE;1;31.98;30;Appartement;42218
32935;8;;RUE;CHOMIER;2;54.04;55;Appartement;42218
32936;83;;BD;GAL LECLERC (VC9);2;41.41;40;Appartement;44049
32937;33;;AV;DES IBIS;2;35.76;36;Appartement;44055
32938;3;B;AV;SUSER;2;35.5;35;Appartement;44055
32939;18;;RUE;GAETAN RONDEAU;4;86.14;85;Appartement;44109
32940;3;;RTE;DE ST SEBASTIEN;2;51.27;52;Appartement;44109
32941;2;;RUE;BLANQUI;1;45.07;40;Appartement;44109
32942;4;;RUE;RENE DUMONT;3;60.08;60;Appartement;44109
32943;63;;RUE;DU PORT DURAND;2;32.21;32;Appartement;44109
32944;7;;RUE;DES DEPORTES;4;85.26;85;Appartement;44143
32945;2;;AV;DE LA BRANCHOIRE;4;76.69;77;Appartement;44162
32946;23;;RUE;DES CHANTIERS;3;123.1;106;Maison;44184
32947;14;;RUE;DE POLYMNIE;4;66.77;66;Maison;44190
32948;37;;RUE;DE LA ROUSSELIERE;2;46.46;46;Appartement;44215
32949;4;;RUE;DU GAIGNEAU;3;61.58;60;Appartement;45075
32950;227;;RUE;DE L ARDOUX;1;23.6;23;Appartement;45232
32951;20;;RUE;DU CDT DE POLI;2;40.95;42;Appartement;45234
32952;8;;AV;JEAN ZAY;1;20.15;20;Appartement;45234
32953;5001;;RUE;ROGER TARENQUE;3;62.06;64;Appartement;47001
32954;27;;RUE;GARONNE;4;64.6;67;Appartement;47157
32955;13;;AV;ERNEST LAFONT;2;45.45;47;Appartement;47323
32956;53;;RUE;DUPETIT THOUARS;4;83.35;85;Appartement;49007
32957;43;;RUE;BEAUREPAIRE;3;46.31;55;Appartement;49328
32958;38;;RUE;SURCOUF;3;46.0;53;Maison;50129
32959;1;;RES;VILLAGE DE LA JOUENNERIE;1;25.5;26;Appartement;50129
32960;22;;RUE;ASSELIN;3;83.3;84;Appartement;50129
32961;31;B;AV;DIVISION LECLERC;4;75.25;67;Appartement;50147
32962;22;;RUE;LECAMPION;6;165.85;164;Appartement;50218
32963;57;;;LE DOMAINE DE LA MER;2;35.0;30;Maison;50412
32964;50;;RUE;DE VILLEDIEU;1;29.7;30;Appartement;50502
32965;2;B;RUE;JEAN JAURES;1;38.05;38;Appartement;51108
32966;40;;AV;JEAN JAURES;5;96.55;95;Appartement;51250
32967;31;;RUE;PAULIN PARIS;2;32.77;34;Appartement;51454
32968;27;;RUE;DE LA MEDITERRANEE;6;126.95;120;Appartement;51454
32969;4;;RUE;DE TAISSY;5;93.56;101;Appartement;51454
32970;1;;BD;DIEU LUMIERE;2;48.49;48;Appartement;51454
32971;7;;RUE;DANTON;3;43.07;47;Appartement;51474
32972;18;;RUE;DES BELIERS;4;73.96;74;Appartement;53130
32973;140;;RUE;DE LA CHIERS;3;76.17;69;Appartement;54261
32974;63;;RUE;ANATOLE FRANCE;2;57.5;58;Appartement;54483
32975;15;;RUE;FAIDHERBE;1;43.47;47;Appartement;59014
32976;67;;RUE;NATIONALE AVE MITTERRAND;3;116.59;114;Appartement;59017
32977;944;;BD;DE LA REPUBLIQUE;1;18.08;18;Appartement;59178
32978;37;;RUE;GABRIEL PERI;2;40.87;43;Appartement;59279
32979;19;;RUE;SAINT GENOIS;3;79.4;73;Appartement;59350
32980;2;;RUE;LEONARD DANEL;6;107.63;107;Appartement;59350
32981;26;;RUE;LYDERIC;1;34.0;34;Appartement;59350
32982;88;;RUE;DE WAZEMMES;2;38.95;38;Appartement;59350
32983;3;;RUE;PAUL LAFARGUE;2;50.79;50;Appartement;59350
32984;320;;BD;HARPIGNIES;1;18.0;18;Appartement;59606
32985;12;B;RUE;DU COLLEGE;2;45.34;48;Appartement;59606
32986;59;;RUE;DU VINGT SEPT JUIN;4;138.0;147;Maison;60057
32987;2;;RUE;MICHEL GORIN;3;57.38;61;Appartement;60057
32988;80;;RUE;DE LA MAIRIE;3;62.75;70;Maison;60119
32989;6;;RUE;DES JARDINS;3;66.01;64;Appartement;60141
32990;8;;RUE;PIERRE D AILLY;3;46.89;45;Appartement;60159
32991;2;;PL;DE LA REPUBLIQUE;2;20.77;42;Appartement;60176
32992;4;T;RUE;ERNEST RENAN;3;62.7;69;Appartement;60234
32993;9;;SQ;ETIENNE JODELLE;5;99.26;96;Maison;60282
32994;10;;RUE;GAMBETTA;3;68.42;68;Appartement;60463
32995;5326;F;;CHATEAU DE VILLETTE;2;59.49;60;Appartement;60509
32996;124;;RES;VOLTAIRE;1;27.65;28;Appartement;60537
32997;2;;AV;CHARLES DE GAULLE;2;45.57;46;Appartement;64256
32998;4;;RUE;DEVERIA;1;30.06;31;Appartement;64445
32999;6;;RUE;DE LA TABLE ROMAINE;5;124.54;125;Appartement;69027
33000;294;;RTE;DE GENAS;9;92.6;91;Appartement;69029
33001;12;;RUE;1918-11-11 00:00:00;4;85.01;84;Appartement;69100
33002;24;;AV;BURDEAU;4;105.43;100;Maison;69143
33003;16;B;RUE;LOUIS BLANC;2;35.22;35;Appartement;69199
33004;30;;CHE;DE CHAZELLES;1;21.43;21;Appartement;69204
33005;11;;;ROUTE D'IRIGNY;4;63.57;63;Appartement;69204
33006;19;;RUE;GASPARD PICARD;2;28.0;26;Appartement;69259
33007;134;;RUE;ANTOINE ARNAUD;2;43.16;43;Appartement;69264
33008;17;;RUE;DES EPIS;4;81.26;83;Maison;69298
33009;1;;RUE;DU PLAT;3;63.76;60;Appartement;69382
33010;12;;AV;LACASSAGNE;3;67.18;68;Appartement;69383
33011;30;;RUE;BARABAN;5;93.2;93;Appartement;69383
33012;2;;RUE;HENRI GORJUS;4;36.55;58;Appartement;69384
33013;275;;AV;BERTHELOT;2;52.13;51;Appartement;69388
33014;18;;RUE;ROGER SALENGRO;3;62.03;64;Appartement;69389
33015;5;;RUE;DES 7 CHEVAUX;4;68.3;69;Appartement;70311
33016;2;;RUE;DE L ASILE;1;27.0;30;Appartement;71076
33017;5;B;RUE;DE LA LIBERTE;2;42.5;43;Appartement;71076
33018;5;;RUE;DU CORNET;6;199.37;230;Appartement;72181
33019;17;;RUE;DU BOURG BELE;2;40.81;42;Appartement;72181
33020;5638;;;IMM LE CREUX DE L OURS;1;18.6;19;Appartement;73015
33021;7;;RUE;FELIX PETIT;3;68.07;68;Appartement;74010
33022;23;;RUE;DES GLIERES;3;67.88;68;Appartement;74012
33023;135;;ALL;CARDUCCI;3;65.7;65;Appartement;74042
33024;1182;;RTE;DE LA CRY CUCHET;3;51.43;44;Appartement;74083
33025;8;;RUE;DU LIEUTENANT YVAN GENOT;3;61.68;61;Appartement;74133
33026;1031;;CHE;DES CHATTRIX;1;19.38;19;Appartement;74236
33027;1;;ALL;DU CHATEAU DE LIVRON;4;80.34;80;Appartement;74298
33028;15;;RUE;DU JOUR;2;25.04;25;Appartement;75101
33029;56;B;RUE;DU LOUVRE;2;43.9;45;Appartement;75102
33030;9;;RUE;GRENETA;4;91.05;92;Appartement;75103
33031;10;;RUE;DES COUTURES SAINT GERVAIS;3;62.98;70;Appartement;75103
33032;15;;RUE;DE BEARN;1;24.23;22;Appartement;75103
33033;74;;RUE;DU FAUBOURG SAINT HONORE;2;39.82;45;Appartement;75108
33034;23;;RUE;TURGOT;1;18.51;18;Appartement;75109
33035;36;;RUE;DE BELLEFOND;1;15.51;16;Appartement;75109
33036;3;;PAS;DU MARCHE;1;11.54;11;Appartement;75110
33037;13;;BD;DE MAGENTA;3;74.94;80;Appartement;75110
33038;149;;AV;PARMENTIER;2;37.8;38;Appartement;75110
33039;27;;RUE;DE SAMBRE ET MEUSE;1;20.01;20;Appartement;75110
33040;212;;RUE;LA FAYETTE;3;56.31;57;Appartement;75110
33041;9;;RUE;DES TROIS BORNES;3;62.76;55;Appartement;75111
33042;17;;BD;DE BELLEVILLE;1;17.12;23;Appartement;75111
33043;47;;RUE;SAINT MAUR;2;21.04;23;Appartement;75111
33044;50;;RUE;RICHARD LENOIR;1;20.41;20;Appartement;75111
33045;59;;AV;DE SAINT MANDE;2;34.8;36;Appartement;75112
33046;6;;RUE;DU DOCTEUR GOUJON;1;17.56;18;Appartement;75112
33047;39;;BD;DE REUILLY;3;53.62;55;Appartement;75112
33048;191;;AV;DAUMESNIL;2;34.02;36;Appartement;75112
33049;120;;AV;DAUMESNIL;4;81.5;79;Appartement;75112
33050;34;;BD;EXELMANS;3;64.34;68;Appartement;75116
33051;12;B;RUE;RAYNOUARD;5;194.0;200;Appartement;75116
33052;6;;RUE;OSWALDO CRUZ;3;67.35;64;Appartement;75116
33053;123;;RUE;DE LA TOUR;1;28.1;28;Appartement;75116
33054;10;;RUE;CORTAMBERT;2;23.02;19;Appartement;75116
33055;18;;RUE;JULIETTE LAMBER;2;41.03;40;Appartement;75117
33056;1;;RUE;LEBOUTEUX;2;35.05;30;Appartement;75117
33057;109;;RUE;DES DAMES;1;13.85;14;Appartement;75117
33058;23;;RUE;DU DOCTEUR HEULIN;1;12.35;11;Appartement;75117
33059;17;;VLA;SAINT MICHEL;2;40.07;41;Appartement;75118
33060;20;;RUE;ACHILLE MARTINET;2;36.62;38;Appartement;75118
33061;38;;RUE;DES SAULES;1;16.18;16;Appartement;75118
33062;108;;BD;ROCHECHOUART;3;67.76;76;Appartement;75118
33063;39;;RUE;DOUDEAUVILLE;4;77.55;71;Appartement;75118
33064;56;;RUE;DE TORCY;2;61.17;63;Appartement;75118
33065;29;;AV;SECRETAN;3;38.58;37;Appartement;75119
33066;80;;RUE;CURIAL;2;48.14;48;Appartement;75119
33067;58;;RUE;DE LA VILLETTE;2;36.27;35;Appartement;75119
33068;68;;AV;SIMON BOLIVAR;1;22.69;22;Appartement;75119
33069;1;;RUE;EDGAR POE;3;153.8;147;Appartement;75119
33070;340;;RUE;DES PYRENEES;3;53.89;51;Appartement;75120
33071;57;;RUE;DE LA MARE;5;44.05;105;Appartement;75120
33072;119;;RUE;DES AMANDIERS;3;79.89;80;Appartement;75120
33073;73;;RUE;DE BAGNOLET;1;26.01;27;Appartement;75120
33074;18;;RUE;DE LAGNY;1;17.01;16;Appartement;75120
33075;1;;RUE;HECTOR BERLIOZ;4;77.58;81;Appartement;76540
33076;1;;PL;DE HANOVRE;1;16.08;16;Appartement;76540
33077;1;;PL;DE HANOVRE;1;16.84;16;Appartement;76540
33078;1;;PL;DE HANOVRE;1;16.03;16;Appartement;76540
33079;3;;ALL;DES NARCISSES;5;89.27;85;Maison;77014
33080;1;;PL;DES AUBEPINES;2;51.95;52;Appartement;77083
33081;3;;RUE;DE LA LIBERTE;4;75.84;76;Appartement;77108
33082;55;;AV;FRANCOIS MITTERRAND;2;28.75;35;Appartement;77108
33083;12;;CRS;JACQUES CHABAN DELMAS;2;41.69;42;Appartement;77108
33084;1;;ALL;DU PARC MENCHY;2;40.14;40;Appartement;77122
33085;63;;RUE;DU CHATEAU;1;26.91;23;Appartement;77186
33086;3;;RUE;DU LYS;5;97.25;95;Maison;77249
33087;60;;RUE;DU MOULIN A VENT;2;34.97;34;Appartement;77268
33088;7;;AV;DU MARECHAL FOCH;2;39.21;40;Appartement;77284
33089;8;;AV;DU MARECHAL FOCH;2;37.14;37;Appartement;77284
33090;4;;IMP;MACIET;2;46.98;34;Appartement;77284
33091;11;;RUE;DELAUNOY;1;34.26;34;Appartement;77288
33092;6;;ALL;DES ERABLES;5;100.0;97;Appartement;77337
33093;1;;RUE;ETIENNE;7;129.49;130;Maison;77373
33094;16;B;RUE;DU DOCTEUR SCHWEITZER;3;62.58;63;Appartement;77379
33095;3;B;RUE;DE LA MARE AUX MARCHAIS;3;64.41;64;Appartement;77468
33096;7;;AV;JEAN JAURES;3;54.44;55;Appartement;77479
33097;23;;RUE;DE LA MARNE;4;73.88;81;Appartement;77513
33098;81;;RUE;DES PEUPLIERS;3;63.3;65;Maison;77514
33099;18;;RUE;LINO VENTURA;4;74.5;74;Appartement;78005
33100;555;;RUE;MAURICE BERTEAUX;2;41.18;40;Appartement;78123
33101;3;;AV;MONTAIGNE;3;54.01;54;Appartement;78165
33102;5;;AV;MONTAIGNE;3;57.0;54;Appartement;78165
33103;24;;RUE;DU BOIS GENTIL;4;86.72;85;Maison;78172
33104;81;;RUE;EUGENE LABICHE;3;68.09;64;Appartement;78190
33105;4;;AV;PAUL CEZANNE;3;66.14;66;Appartement;78208
33106;433;;RUE;AMBROISE PARE;4;106.1;105;Maison;78311
33107;433;;RUE;AMBROISE PARE;4;95.05;89;Maison;78311
33108;4;;RUE;DES PICOTEUSES;8;163.19;162;Maison;78322
33109;7;;PL;DES ARDENNES;3;75.23;74;Appartement;78383
33110;7;;RUE;DU VAL DE LOIRE;5;103.98;102;Appartement;78383
33111;78;;ALL;DE L ILE DE FRANCE;6;102.0;103;Maison;78401
33112;41;B;RUE;DE VERSAILLES;2;35.3;34;Maison;78420
33113;89;;RTE;DE VERNEUIL;2;33.21;33;Appartement;78440
33114;7;;RUE;ALEXANDRE DUMAS;4;87.0;89;Maison;78481
33115;15;;RUE;DES SORBIERS;4;67.77;72;Appartement;78498
33116;26;;RUE;CHASLES;1;31.2;33;Appartement;78517
33117;8;;RUE;G. LENOTRE;7;95.73;95;Appartement;78517
33118;1;D;PROM;DES ANGES;3;66.7;67;Appartement;78545
33119;1;;ALL;RENE FONCK;3;59.3;59;Appartement;78545
33120;6;;PL;DU MARCHE NEUF;1;23.34;25;Appartement;78551
33121;106;;RUE;DE LA PAIX;4;69.11;69;Appartement;78586
33122;47;;RUE;DE LA PAROISSE;3;82.01;70;Appartement;78646
33123;89;;AV;DE SAINT CLOUD;5;121.68;110;Appartement;78646
33124;20;;PL;DU MARCHE;4;36.58;39;Appartement;78650
33125;14;;PL;DES DOUVES;2;41.45;45;Appartement;78688
33126;16;;GR;GRAND RUE VILLENOUVELLE;1;46.85;42;Appartement;82121
33127;300;;RTE;DE L AVEYRON;2;42.49;42;Appartement;82121
33128;124;;RUE;RICHELIEU;2;49.03;49;Appartement;83009
33129;722;B;AV;DEI REGANEU;1;28.68;30;Appartement;83009
33130;151;;BD;DE LA MER;3;64.96;66;Appartement;83009
33131;85;;RUE;DES DAPHNES;2;32.36;32;Appartement;83019
33132;75;;AV;DU HUIT MAI;2;89.25;89;Appartement;83019
33133;539;;AV;DE LA MER;2;35.42;37;Appartement;83019
33134;350;;CHE;DES VIVARDS;4;82.18;82;Appartement;83036
33135;5;;IMP;DES ETOURNEAUX;6;129.5;129;Appartement;83054
33136;36;;RUE;EUGENIE;4;73.25;66;Appartement;83069
33137;24;;RUE;EUGENIE;4;79.65;91;Appartement;83069
33138;29;;AV;ALPHONSE DENIS;1;79.76;27;Appartement;83069
33139;46;;AV;EDITH CAVEL;3;59.28;54;Appartement;83069
33140;1;;BD;ANATOLE DUCROS;4;84.48;89;Appartement;83112
33141;20;;RES;PROVENCE PARC;2;48.84;49;Appartement;83112
33142;166;;RUE;GEORGES LEYGUES;4;79.05;78;Appartement;83137
33143;621;;COR;LITTORAL FREDERIC MISTRAL;2;50.58;50;Appartement;83137
33144;2;;AV;COLBERT;3;69.9;72;Appartement;83137
33145;31;;TRA;LACORDAIRE;2;27.52;29;Appartement;83137
33146;5001;;RUE;DEJUSSIEU PONTCARRAL;4;71.3;60;Appartement;83137
33147;8;B;RUE;SAINT CHARLES;4;104.04;102;Appartement;84007
33148;15;;RUE;AMPHOUX;3;64.68;79;Appartement;84007
33149;10;;AV;SAINT RUF;2;72.0;75;Appartement;84007
33150;174;;FG;DES CONDAMINES;3;62.6;65;Appartement;84035
33151;9109;F;RUE;GERARD PHILIPPE;4;86.3;88;Maison;84081
33152;80;;RUE;RASPAIL;3;43.35;45;Appartement;84132
33153;51;;AV;DES DUNES;2;23.86;25;Appartement;85035
33154;125;;VOIE;DE LA BAUQUIERE;2;13.76;14;Appartement;85194
33155;162;;AV;VALENTIN;4;37.9;65;Appartement;85234
33156;2;;RUE;DE LA CAMERELLE;2;49.57;48;Appartement;88160
33157;36;;RUE;DE LA CLE D OR;3;69.56;90;Appartement;88160
33158;35;A;RUE;EMILE ZOLA;6;133.65;134;Maison;88160
33159;14;B;RTE;DU NOIR SAPIN;4;111.69;93;Maison;88198
33160;5;B;RUE;DE BEAULIEU;4;95.0;94;Appartement;88209
33161;1;;RTE;DU MONT DE FOURCHE;3;64.43;64;Appartement;88408
33162;1;;RTE;DU MONT DE FOURCHE;4;83.32;105;Appartement;88408
33163;36;B;RUE;DES PONCEES;5;119.76;128;Appartement;88415
33164;41;;RUE;NATIONALE;2;44.42;55;Appartement;91016
33165;13;;ALL;D'OZONVILLE;4;84.34;82;Appartement;91027
33166;36;;RUE;DE LA POSTE;3;60.5;60;Appartement;91114
33167;28;;RES;LES BOIS DU CERF;7;144.05;145;Maison;91225
33168;2;;SQ;CHARLES BAUDELAIRE;4;82.07;78;Appartement;91228
33169;3;;RUE;ANDRE LALANDE;1;27.6;27;Appartement;91228
33170;9001;;RES;FONDS FANETTES;3;61.72;56;Appartement;91272
33171;28;;RUE;DE SAVIGNY;3;57.0;56;Appartement;91434
33172;44;;RUE;LA FONTAINE CORNAILLE;3;58.34;62;Appartement;91514
33173;2;;RUE;MARCEL L'HERBIER;4;82.94;83;Appartement;91549
33174;117;;BD;ARISTIDE BRIAND;4;75.21;74;Appartement;91589
33175;8;;RUE;CAPITAINE ROLAND DEPLANQUE;4;108.02;78;Maison;91617
33176;1;;RUE;DU BEL AIR;3;76.61;74;Appartement;91657
33177;18;;RUE;DU CLOS D ALENCON;4;86.83;72;Maison;91661
33178;38;;AV;D'EPINAY;3;52.06;60;Appartement;91667
33179;8;;RUE;SALVADOR ALLENDE;5;100.52;121;Maison;91685
33180;9001;;AV;DE NORMANDIE;3;66.0;67;Appartement;91692
33181;4;;ALL;DES MIMOSAS;5;110.18;112;Appartement;91692
33182;56;;RUE;JEAN LONGUET;5;83.47;150;Maison;92019
33183;43;;RUE;KLOCK;3;58.82;60;Appartement;92024
33184;3;;IMP;BARBIER;2;45.82;46;Appartement;92024
33185;29;;RUE;AUGUSTE BAILLY;3;70.2;70;Appartement;92026
33186;6;;RUE;DES VIEILLES VIGNES;3;52.35;56;Appartement;92026
33187;29;;RUE;DE BEZONS;2;45.05;45;Appartement;92026
33188;4;;BD;BINEAU;2;36.53;36;Appartement;92044
33189;18;;RUE;RAYMOND FASSIN;2;33.72;38;Appartement;92046
33190;3;;RUE;DU BICENTENAIRE;1;27.68;28;Appartement;92062
33191;19;;RUE;DES BONS RAISINS;3;55.4;56;Appartement;92063
33192;14;;VLA;DU PARC;5;121.61;122;Maison;92063
33193;8;;RUE;COLONEL DE ROCHEBRUNE;5;132.47;162;Appartement;92063
33194;116;;BD;HENRI SELLIER;4;95.39;98;Appartement;92073
33195;8;B;RUE;MICHELET;4;91.32;91;Appartement;92073
33196;4;;RUE;ETIENNE DOLET;3;57.0;53;Appartement;92073
33197;3;;AV;DU GRAND CERF;3;65.04;62;Appartement;93032
33198;1;;RUE;ANDRE GERARDIN;4;73.24;74;Appartement;93032
33199;11;;RUE;BUFFON;2;41.09;41;Appartement;93048
33200;119;;RUE;DE ROSNY;4;76.05;60;Appartement;93048
33201;11;;RUE;DESIRE CHARTON;3;55.66;55;Appartement;93048
33202;51;;AV;DU MARECHAL JOFFRE;2;24.75;25;Appartement;93049
33203;1;;PL;DU COMMERCE;2;60.38;58;Appartement;93050
33204;1;;RUE;DE SAVOIE;1;40.36;41;Appartement;93050
33205;10;;RUE;DE LA LIBERATION;4;68.17;65;Appartement;93050
33206;32;;ALL;THIELLEMENT;3;71.43;69;Appartement;93062
33207;28;;RUE;LAVOISIER;4;86.72;86;Appartement;93064
33208;2;;RUE;DESIRE LELAY;1;16.95;17;Appartement;93066
33209;139;;RUE;GABRIEL PERI;4;79.22;78;Appartement;93066
33210;16;;AV;MICHELET;3;74.34;73;Appartement;93070
33211;23;;ALL;DE PARIS;4;85.37;86;Appartement;93070
33212;2;;RUE;JULES VERNE;3;48.19;46;Appartement;93070
33213;31;;AV;DE ROSNY;3;55.52;57;Appartement;93077
33214;54;;RUE;DE LA MONTAGNE SAVART;2;48.42;47;Appartement;93077
33215;32;;ALL;DU BOIS;4;67.39;67;Appartement;94001
33216;39;;RUE;DE CHARENTON;2;52.61;54;Appartement;94002
33217;18;;RUE;VOLTAIRE;2;47.19;47;Appartement;94002
33218;50;;BD;CARNOT;2;40.99;41;Appartement;94002
33219;36;;RUE;DE LA DIV GAL LECLERC;1;29.6;30;Appartement;94003
33220;7;B;RUE;DU COLOMBIER;2;53.72;54;Appartement;94015
33221;166;;RUE;DE PARIS;2;36.34;36;Appartement;94018
33222;23;;QUAI;CARRIERES;4;91.07;70;Appartement;94018
33223;71;;RUE;DE PARIS;4;96.2;95;Appartement;94018
33224;13;;RUE;DU GENERAL LECLERC;3;54.08;53;Appartement;94021
33225;13;;RUE;ALEXANDRE;1;19.7;20;Appartement;94028
33226;5;;ALL;OPHULS;3;67.45;66;Appartement;94028
33227;65;;AV;ARISTIDE BRIAND;1;29.58;28;Appartement;94038
33228;10;;RUE;EMILE BASTARD;1;30.78;30;Appartement;94041
33229;58;;AV;DE FONTAINEBLEAU;1;39.29;40;Appartement;94043
33230;7;;RES;LES SABLES;3;58.78;59;Appartement;94044
33231;155;;AV;DE LA REPUBLIQUE;3;44.18;45;Appartement;94046
33232;99;;AV;DU GENERAL LECLERC;4;81.34;81;Appartement;94046
33233;2;;RLE;A GUITARD;6;137.81;133;Maison;94047
33234;2;;RUE;JULES FERRY;2;34.28;36;Appartement;94052
33235;4;B;RUE;DU VIADUC;3;70.06;68;Appartement;94052
33236;171;;;GR  RUE CHARLES DE GAULLE;3;61.25;63;Appartement;94052
33237;44;;AV;DU GENERAL DE GAULLE;1;26.1;30;Appartement;94058
33238;62;;AV;SAINTE MARIE;1;20.03;19;Appartement;94067
33239;28;;AV;JEAN JAURES;1;29.13;28;Appartement;94068
33240;29;;AV;DE CONDE;3;51.25;49;Appartement;94068
33241;19;;RUE;DU VAL D OSNE;3;32.55;32;Appartement;94069
33242;135;;RUE;DU MARECHAL LECLERC;4;78.56;69;Appartement;94069
33243;2;;RUE;DE VILLENEUVE;2;40.48;27;Appartement;94071
33244;150;;AV;DE VERSAILLES;2;48.48;49;Appartement;94073
33245;49;;AV;DE VERSAILLES;1;31.63;30;Appartement;94073
33246;19;;ALL;DES PLANTES;3;52.48;63;Maison;94076
33247;15;;IMP;DES LOZAITS;3;48.44;75;Maison;94076
33248;19;;BD;MAXIME GORKI;2;39.81;40;Appartement;94076
33249;6;;AV;DU MARECHAL DE TURENNE;2;42.35;42;Appartement;94077
33250;5;;ALL;DES LILAS;5;131.87;115;Maison;94079
33251;3;;BD;DE STRASBOURG;2;41.56;44;Appartement;94079
33252;101;;RUE;JULIAN GRIMAU;4;86.13;86;Appartement;94081
33253;25;;RUE;ALEGRE;2;31.4;33;Appartement;94081
33254;6;;RUE;MARINETTE REVILLON;3;57.66;58;Appartement;95018
33255;6;;RUE;MARINETTE REVILLON;3;58.02;60;Appartement;95018
33256;9;;RUE;HENRI BARBUSSE;2;31.9;29;Appartement;95018
33257;24;;RUE;DE MONTESSON;3;63.5;64;Appartement;95063
33258;23;;RUE;DE LA PROCESSION;3;60.46;60;Appartement;95063
33259;3;;RUE;DE LA JUSTICE BRUNE;3;67.63;67;Appartement;95127
33260;53;;RUE;CHEVEE;4;81.6;87;Maison;95127
33261;6;;RUE;MICHEL STROGOFF;3;51.9;55;Appartement;95127
33262;3;;RUE;DU PAPIER COUCHE;3;57.54;58;Appartement;95218
33263;7;;PL;D ANJOU;3;69.17;68;Appartement;95219
33264;61;;RUE;DE PARIS;2;41.79;42;Appartement;95252
33265;11;;PL;DE LA REPUBLIQUE;3;66.43;61;Appartement;95252
33266;8;;RUE;HONORE DE BALZAC;4;63.72;64;Appartement;95268
33267;11;;PL;EMILE ZOLA;3;55.01;54;Appartement;95268
33268;47;T;AV;MARCEL PERRIN;1;29.14;27;Appartement;95394
